Part Type,Part Number,Schematic Part,Part Value,Current Rating (Amps),Current - Saturation,DC Resistance (DCR),Frequency - Self Resonant,Inductance Frequency - Test,Q @ Freq,Inductance,Tolerance,Voltage,Material - Core,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
INDUCTOR POWER,MHQ0603P1N0BT000,inductors\Inductor,1nH,1A,,70mOhm Max,10GHz,500MHz,,1nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 1NH 1A 70 MOHM SMD,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P5N6HT000,inductors\Inductor,5.6nH,350mA,,400mOhm Max,5GHz,500MHz,16 @ 500MHz,5.6nH,±3%,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 5.6NH 350MA 400 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P3N6BT000,inductors\Inductor,3.6nH,500mA,,250mOhm Max,6.5GHz,500MHz,16 @ 500MHz,3.6nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 3.6NH 500MA 250 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P4N2BT000,inductors\Inductor,4.2nH,400mA,,350mOhm Max,6GHz,500MHz,16 @ 500MHz,4.2nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 4.2NH 400MA 350 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P6N2HT000,inductors\Inductor,6.2nH,300mA,,700mOhm Max,4GHz,500MHz,16 @ 500MHz,6.2nH,±3%,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 6.2NH 300MA 700 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P1N6BT000,inductors\Inductor,1.6nH,800mA,,100mOhm Max,10GHz,500MHz,16 @ 500MHz,1.6nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 1.6NH 800MA 100 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P2N2BT000,inductors\Inductor,2.2nH,700mA,,150mOhm Max,10GHz,500MHz,16 @ 500MHz,2.2nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 2.2NH 700MA 150 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P1N1BT000,inductors\Inductor,1.1nH,1A,,70mOhm Max,10GHz,500MHz,,1.1nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 1.1NH 1A 70 MOHM SMD,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P5N1HT000,inductors\Inductor,5.1nH,350mA,,400mOhm Max,5.5GHz,500MHz,16 @ 500MHz,5.1nH,±3%,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 5.1NH 350MA 400 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P3N1BT000,inductors\Inductor,3.1nH,450mA,,300mOhm Max,8GHz,500MHz,16 @ 500MHz,3.1nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 3.1NH 450MA 300 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P0N8BT000,inductors\Inductor,0.8nH,1A,,70mOhm Max,10GHz,500MHz,,0.8nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 0.8NH 1A 70 MOHM SMD,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P3N4BT000,inductors\Inductor,3.4nH,500mA,,250mOhm Max,6.5GHz,500MHz,16 @ 500MHz,3.4nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 3.4NH 500MA 250 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P3N0BT000,inductors\Inductor,3nH,450mA,,300mOhm Max,8GHz,500MHz,16 @ 500MHz,3nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 3NH 450MA 300 MOHM SMD,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P1N9BT000,inductors\Inductor,1.9nH,700mA,,120mOhm Max,10GHz,500MHz,16 @ 500MHz,1.9nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 1.9NH 700MA 120 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P2N9BT000,inductors\Inductor,2.9nH,450mA,,300mOhm Max,8GHz,500MHz,16 @ 500MHz,2.9nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 2.9NH 450MA 300 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P3N9BT000,inductors\Inductor,3.9nH,400mA,,350mOhm Max,6.5GHz,500MHz,16 @ 500MHz,3.9nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 3.9NH 400MA 350 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P1N4BT000,inductors\Inductor,1.4nH,800mA,,100mOhm Max,10GHz,500MHz,,1.4nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 1.4NH 800MA 100 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P4N7HT000,inductors\Inductor,4.7nH,350mA,,400mOhm Max,5.5GHz,500MHz,16 @ 500MHz,4.7nH,±3%,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 4.7NH 350MA 400 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P3N8BT000,inductors\Inductor,3.8nH,450mA,,300mOhm Max,6.5GHz,500MHz,16 @ 500MHz,3.8nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 3.8NH 450MA 300 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P4N0BT000,inductors\Inductor,4nH,400mA,,350mOhm Max,6GHz,500MHz,16 @ 500MHz,4nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 4NH 400MA 350 MOHM SMD,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P2N1BT000,inductors\Inductor,2.1nH,700mA,,150mOhm Max,10GHz,500MHz,16 @ 500MHz,2.1nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 2.1NH 700MA 150 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P0N7BT000,inductors\Inductor,0.7nH,1A,,70mOhm Max,10GHz,500MHz,,0.7nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 0.7NH 1A 70 MOHM SMD,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P4N3HT000,inductors\Inductor,4.3nH,400mA,,350mOhm Max,6GHz,500MHz,16 @ 500MHz,4.3nH,±3%,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 4.3NH 400MA 350 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P3N7BT000,inductors\Inductor,3.7nH,450mA,,250mOhm Max,6.5GHz,500MHz,16 @ 500MHz,3.7nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 3.7NH 450MA 250 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,HK060312NJ-T,inductors\Inductor,12nH,190mA,,680mOhm Max,2.7GHz,100MHz,5 @ 100MHz,12nH,±5%,,Ferrite,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HK060312NJ-T  &u=M,FIXED IND 12NH 190MA 680 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,HKQ0603S2N2C-T,inductors\Inductor,2.2nH,270mA,,280mOhm Max,10GHz,500MHz,13 @ 500MHz,2.2nH,±0.2nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603S2N2C-T  &u=M,FIXED IND 2.2NH 270MA 280 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,MHQ0603P12NHT000,inductors\Inductor,12nH,240mA,,1.4Ohm Max,3.2GHz,500MHz,16 @ 500MHz,12nH,±3%,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 12NH 240MA 1.4 OHM SMD,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MHQ0603P3N5BT000,inductors\Inductor,3.5nH,500mA,,250mOhm Max,6.5GHz,500MHz,16 @ 500MHz,3.5nH,±0.1nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mhq0603p_en.pdf?ref_disty=digikey,FIXED IND 3.5NH 500MA 250 MOHM,Surface Mount,0.016 (0.40mm),0.026 L x 0.014 W (0.65mm x 0.35mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603S1N3ST000,inductors\Inductor,1.3nH,550mA,,150mOhm Max,9GHz,100MHz,4 @ 100MHz,1.3nH,±0.3nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603s_en.pdf?ref_disty=digikey,FIXED IND 1.3NH 550MA 150 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603S3N0ST000,inductors\Inductor,3nH,300mA,,300mOhm Max,6.2GHz,100MHz,4 @ 100MHz,3nH,±0.3nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603s_en.pdf?ref_disty=digikey,FIXED IND 3NH 300MA 300 MOHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603S8N2JT000,inductors\Inductor,8.2nH,200mA,,700mOhm Max,3.8GHz,100MHz,5 @ 100MHz,8.2nH,±5%,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603s_en.pdf?ref_disty=digikey,FIXED IND 8.2NH 200MA 700 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,L02011R0AHSTR\500,inductors\Inductor,1nH,400mA,,200mOhm Max,26GHz,450MHz,7 @ 450MHz,1nH,±0.05nH,,Non-Magnetic,,0201 (0603 Metric),L,,,http://datasheets.avx.com/Accu-L0201.pdf,FIXED IND 1NH 400MA 200 MOHM SMD,Surface Mount,0.011 (0.28mm),0.024 L x 0.013 W (0.60mm x 0.33mm),2,-55°C ~ 125°C,,AVX Corporation,,,
INDUCTOR POWER,3-2176075-7,inductors\Inductor,3.7nH,150mA,,1.2Ohm Max,6GHz,500MHz,8 @ 500MHz,3.7nH,±0.2nH,,0201 (0603 Metric),,0201 (0603 Metric),L,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773162&DocType=DS&DocLang=English,FIXED IND 3.7NH 150MA 1.2 OHM,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,,,TE Connectivity Passive Product,,,
INDUCTOR POWER,2-2176075-9,inductors\Inductor,2.9nH,150mA,,1Ohm Max,6GHz,500MHz,8 @ 500MHz,2.9nH,±0.2nH,,0201 (0603 Metric),,0201 (0603 Metric),L,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773162&DocType=DS&DocLang=English,FIXED IND 2.9NH 150MA 1 OHM SMD,Surface Mount,,0.024 L x 0.012 W (0.60mm x 0.30mm),2,,,TE Connectivity Passive Product,,,
INDUCTOR POWER,2176075-1,inductors\Inductor,0.1nH,400mA,,200mOhm Max,9GHz,500MHz,8 @ 500MHz,0.1nH,±0.2nH,,0201 (0603 Metric),,0201 (0603 Metric),L,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773162&DocType=DS&DocLang=English,FIXED IND 0.1NH 400MA 200 MOHM,Surface Mount,,0.024 L x 0.012 W (0.60mm x 0.30mm),2,,,TE Connectivity Passive Product,,,
INDUCTOR POWER,4-2176075-2,inductors\Inductor,4.7nH,130mA,,1.4Ohm Max,6GHz,500MHz,8 @ 500MHz,4.7nH,±0.2nH,,0201 (0603 Metric),,0201 (0603 Metric),L,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773162&DocType=DS&DocLang=English,FIXED IND 4.7NH 130MA 1.4 OHM,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,,,TE Connectivity Passive Product,,,
INDUCTOR POWER,4-2176075-8,inductors\Inductor,8.2nH,110mA,,3Ohm Max,3GHz,500MHz,8 @ 500MHz,8.2nH,±2%,,0201 (0603 Metric),,0201 (0603 Metric),L,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773162&DocType=DS&DocLang=English,FIXED IND 8.2NH 110MA 3 OHM SMD,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,,,TE Connectivity Passive Product,,,
INDUCTOR POWER,4-2176075-7,inductors\Inductor,7.4nH,,,,,500MHz,,7.4nH,±2%,,0201 (0603 Metric),,0201 (0603 Metric),L,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773162&DocType=DS&DocLang=English,FIXED IND 7.4NH SMD,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,,,TE Connectivity Passive Product,,,
INDUCTOR POWER,3-2176075-9,inductors\Inductor,3.9nH,150mA,,1.2Ohm Max,6GHz,500MHz,8 @ 500MHz,3.9nH,±0.2nH,,0201 (0603 Metric),,0201 (0603 Metric),L,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773162&DocType=DS&DocLang=English,FIXED IND 3.9NH 150MA 1.2 OHM,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,,,TE Connectivity Passive Product,,,
INDUCTOR POWER,LQP03PN3N3C02D,inductors\Inductor,3.3nH,1.2A,,80mOhm Max,5.5GHz,500MHz,10 @ 500MHz,3.3nH,±0.2nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://psearch.en.murata.com/inductor/product/LQP03PN3N3C02%23.pdf,FIXED IND 3.3NH 1.2A 80 MOHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,MLG0603S3N3ST000,inductors\Inductor,3.3nH,300mA,,350mOhm Max,5.8GHz,100MHz,4 @ 100MHz,3.3nH,±0.3nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603s_en.pdf?ref_disty=digikey,FIXED IND 3.3NH 300MA 350 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603S5N6ST000,inductors\Inductor,5.6nH,250mA,,500mOhm Max,4.2GHz,100MHz,5 @ 100MHz,5.6nH,±0.3nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603s_en.pdf?ref_disty=digikey,FIXED IND 5.6NH 250MA 500 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603S15NJT000,inductors\Inductor,15nH,180mA,,1.1Ohm Max,2.5GHz,100MHz,6 @ 100MHz,15nH,±5%,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603s_en.pdf?ref_disty=digikey,FIXED IND 15NH 180MA 1.1 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603S0N3CT000,inductors\Inductor,0.3nH,600mA,,100mOhm Max,10GHz,100MHz,,0.3nH,±0.2nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603s_en.pdf?ref_disty=digikey,FIXED IND 0.3NH 600MA 100 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603S0N5CT000,inductors\Inductor,0.5nH,600mA,,100mOhm Max,10GHz,100MHz,,0.5nH,±0.2nH,,"Ceramic, Non-Magnetic",,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603s_en.pdf?ref_disty=digikey,FIXED IND 0.5NH 600MA 100 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,L-05B39NJV6T,inductors\Inductor,39nH,200mA,,2.5Ohm Max,1.4GHz,100MHz,5 @ 100MHz,39nH,±5%,,Ceramic,,0201 (0603 Metric),L,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/RF%20Ceramic%20Chip%20Inductors%20Rev%202008.pdf,FIXED IND 39NH 200MA 2.5 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 100°C,,Johanson Technology Inc.,,,
INDUCTOR POWER,ATFC-0201HQ-3N3B-T,inductors\Inductor,3.3nH,400mA,,300mOhm Max,6GHz,500MHz,14 @ 500MHz,3.3nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://abracon.com/Magnetics/inductors/ATFC-0201HQ.pdf,FIXED IND 3.3NH 400MA 300 MOHM,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,MLK0603L4N7ST000,inductors\Inductor,4.7nH,200mA,,500mOhm Max,7.5GHz,100MHz,6 @ 300MHz,4.7nH,±0.3nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlk0603_en.pdf?ref_disty=digikey,FIXED IND 4.7NH 200MA 500 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,ATFC-0201-1N0B-T,inductors\Inductor,1nH,300mA,,300mOhm Max,9GHz,500kHz,8 @ 500MHz,1nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0201.pdf,FIXED IND 1NH 300MA 300 MOHM SMD,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-25°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0201-3N9B-T,inductors\Inductor,3.9nH,150mA,,1.2Ohm Max,6GHz,500kHz,8 @ 500MHz,3.9nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0201.pdf,FIXED IND 3.9NH 150MA 1.2 OHM,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-25°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,MLG0603P8N2JT000,inductors\Inductor,8.2nH,250mA,,850mOhm Max,4GHz,500MHz,14 @ 500MHz,8.2nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603p_en.pdf?ref_disty=digikey,FIXED IND 8.2NH 250MA 850 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603P7N5JT000,inductors\Inductor,7.5nH,300mA,,800mOhm Max,4GHz,500MHz,14 @ 500MHz,7.5nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603p_en.pdf?ref_disty=digikey,FIXED IND 7.5NH 300MA 800 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
