"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"18pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C0402C180J5GAC7867.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C0402C180J5GAC7867/399-8952-1-ND/3522469,"","","","","","","","",CAP CER 18PF 50V C0G/NP0 0402,"0402 (1005 Metric)","",Low ESL,,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.673000","","",Active,KEMET,C0402C180J5GAC7867,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3859",Active,"0.10","",SMD Comm C0G,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"399-8952-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","18pF","50V"
General Purpose,"0.033uF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-GPHC_Y5V_6.3V-to-50V_8.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402ZRY5V7BB333/311-1044-1-ND/302961,"","","","","","","","",CAP CER 0.033UF 16V Y5V 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.670000","","",Active,Yageo,CC0402ZRY5V7BB333,"1","Surface Mount, MLCC",-30°C ~ 85°C,"0402 (1005 Metric)",CutTape,"3863",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1044-1-ND","","","","","","","","","","",,capacitors\capacitor,Y5V (F),"0.022 (0.55mm)","-20%, +80%","","0.033uF","16V"
General Purpose,"0.047uF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-GPHC_Y5V_6.3V-to-50V_8.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402ZRY5V7BB473/311-1046-1-ND/302963,"","","","","","","","",CAP CER 0.047UF 16V Y5V 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.650000","","",Active,Yageo,CC0402ZRY5V7BB473,"1","Surface Mount, MLCC",-30°C ~ 85°C,"0402 (1005 Metric)",CutTape,"3865",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1046-1-ND","","","","","","","","","","",,capacitors\capacitor,Y5V (F),"0.022 (0.55mm)","-20%, +80%","","0.047uF","16V"
General Purpose,"2700pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R9BB272/311-1033-1-ND/302950,"","","","","","","","",CAP CER 2700PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.643000","","",Active,Yageo,CC0402KRX7R9BB272,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3869",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1033-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","2700pF","50V"
General Purpose,"1000pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRX7R9BB102/311-1351-1-ND/2103135,"","","","","","","","",CAP CER 1000PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.640000","","",Active,Yageo,CC0402JRX7R9BB102,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3872",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1351-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±5%,"","1000pF","50V"
General Purpose,"0.1uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LMK105BJ104KV-F  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/LMK105BJ104KV-F/587-1227-1-ND/931004,"","","","","","","","",CAP CER 0.1UF 10V X5R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.620000","","",Active,Taiyo Yuden,LMK105BJ104KV-F,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0402 (1005 Metric)",TapeAndReel,"3874",Active,"0.01","",M,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"587-1227-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.022 (0.55mm)",±10%,"","0.1uF","10V"
General Purpose,"0.1uF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R6BB104/311-1345-1-ND/2103129,"","","","","","","","",CAP CER 0.1UF 10V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.613000","","",Active,Yageo,CC0402KRX7R6BB104,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3877",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1345-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","0.1uF","10V"
General Purpose,"15pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRNPO9BN150/311-1017-1-ND/302934,"","","","","","","","",CAP CER 15PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.607000","","",Active,Yageo,CC0402JRNPO9BN150,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3879",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1017-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","15pF","50V"
General Purpose,"10pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRNPO9BN100/311-1014-1-ND/302931,"","","","","","","","",CAP CER 10PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.603000","","",Active,Yageo,CC0402JRNPO9BN100,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3881",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1014-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","10pF","50V"
General Purpose,"4.7pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402CRNPO9BN4R7/311-1367-1-ND/2103151,"","","","","","","","",CAP CER 4.7PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.600000","","",Active,Yageo,CC0402CRNPO9BN4R7,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3883",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1367-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","4.7pF","50V"
General Purpose,"100pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R9BB101/311-1419-1-ND/2833725,"","","","","","","","",CAP CER 100PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.597000","","",Active,Yageo,CC0402KRX7R9BB101,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3886",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1419-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","100pF","50V"
General Purpose,"27pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRNPO9BN270/311-1019-1-ND/302936,"","","","","","","","",CAP CER 27PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.593000","","",Active,Yageo,CC0402JRNPO9BN270,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3889",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1019-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","27pF","50V"
General Purpose,"330pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R9BB331/311-1027-1-ND/302944,"","","","","","","","",CAP CER 330PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.590000","","",Active,Yageo,CC0402KRX7R9BB331,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3893",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1027-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","330pF","50V"
General Purpose,"39pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRNPO9BN390/311-1009-1-ND/302926,"","","","","","","","",CAP CER 39PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.587000","","",Active,Yageo,CC0402JRNPO9BN390,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3895",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1009-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","39pF","50V"
General Purpose,"680pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R9BB681/311-1030-1-ND/302947,"","","","","","","","",CAP CER 680PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.583000","","",Active,Yageo,CC0402KRX7R9BB681,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3897",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1030-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","680pF","50V"
General Purpose,"10pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402DRNPO9BN100/311-3651-1-ND/8024740,"","","","","","","","",CAP CERM 10PF 5% 50V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.560000","","",Active,Yageo,CC0402DRNPO9BN100,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3899",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3651-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.5pF,"","10pF","50V"
General Purpose,"2.2pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402CRNPO9BN2R2/311-1354-1-ND/2103138,"","","","","","","","",CAP CER 2.2PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.553000","","",Active,Yageo,CC0402CRNPO9BN2R2,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3902",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1354-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","2.2pF","50V"
General Purpose,"6800pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R9BB682/311-1726-1-ND/5195628,"","","","","","","","",CAP CER 6800PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.550000","","",Active,Yageo,CC0402KRX7R9BB682,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3905",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1726-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","6800pF","50V"
General Purpose,"6.8pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402DRNPO9BN6R8/311-1637-1-ND/5195539,"","","","","","","","",CAP CER 6.8PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.550000","","",Active,Yageo,CC0402DRNPO9BN6R8,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3908",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1637-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.5pF,"","6.8pF","50V"
General Purpose,"8.2pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402DRNPO9BN8R2/311-1012-1-ND/302929,"","","","","","","","",CAP CER 8.2PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.527000","","",Active,Yageo,CC0402DRNPO9BN8R2,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3910",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1012-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.5pF,"","8.2pF","50V"
General Purpose,"3.3pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402CRNPO9BN3R3/311-1008-1-ND/302925,"","","","","","","","",CAP CER 3.3PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.523000","","",Active,Yageo,CC0402CRNPO9BN3R3,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3913",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1008-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","3.3pF","50V"
General Purpose,"2.7pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402CRNPO9BN2R7/311-1005-1-ND/302922,"","","","","","","","",CAP CER 2.7PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.520000","","",Active,Yageo,CC0402CRNPO9BN2R7,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3915",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1005-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","2.7pF","50V"
General Purpose,"4700pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R7BB472/311-1709-1-ND/5195611,"","","","","","","","",CAP CER 4700PF 16V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.517000","","",Active,Yageo,CC0402KRX7R7BB472,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3918",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1709-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","4700pF","16V"
General Purpose,"6.8pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402CRNPO9BN6R8/311-3327-1-ND/6818297,"","","","","","","","",CAP CER 6.8PF 50V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.513000","","",Active,Yageo,CC0402CRNPO9BN6R8,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3921",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3327-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","6.8pF","50V"
General Purpose,"1pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402CRNPO9BN1R0/311-2076-1-ND/5252385,"","","","","","","","",CAP CER 1PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.510000","","",Active,Yageo,CC0402CRNPO9BN1R0,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3923",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-2076-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","1pF","50V"
General Purpose,"10pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRNPO7BN100/311-3777-1-ND/8024866,"","","","","","","","",CAP CER 10PF 16V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.507000","","",Active,Yageo,CC0402KRNPO7BN100,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3926",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3777-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±10%,"","10pF","16V"
General Purpose,"2200pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R7BB222/311-1707-1-ND/5195609,"","","","","","","","",CAP CER 2200PF 16V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.503000","","",Active,Yageo,CC0402KRX7R7BB222,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3928",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1707-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","2200pF","16V"
General Purpose,"2200pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R8BB222/311-1714-1-ND/5195616,"","","","","","","","",CAP CER 2200PF 25V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.497000","","",Active,Yageo,CC0402KRX7R8BB222,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3931",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1714-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","2200pF","25V"
General Purpose,"47pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRNPO8BN470/311-3751-1-ND/8024840,"","","","","","","","",CAP CER 47PF 25V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.493000","","",Active,Yageo,CC0402JRNPO8BN470,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3932",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3751-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","47pF","25V"
General Purpose,"100pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R8BB101/311-3807-1-ND/8024896,"","","","","","","","",CAP CER 100PF 25V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.490000","","",Active,Yageo,CC0402KRX7R8BB101,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3935",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3807-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","100pF","25V"
General Purpose,"3.9pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402CRNPO9BN3R9/311-3325-1-ND/6818295,"","","","","","","","",CAP CER 3.9PF 50V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.487000","","",Active,Yageo,CC0402CRNPO9BN3R9,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3936",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3325-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","3.9pF","50V"
General Purpose,"47pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRNPO9BN470/311-3783-1-ND/8024872,"","","","","","","","",CAP CER 47PF 50V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.483000","","",Active,Yageo,CC0402KRNPO9BN470,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3939",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3783-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±10%,"","47pF","50V"
General Purpose,"220pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R7BB221/311-3801-1-ND/8024890,"","","","","","","","",CAP CER 220PF 16V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:19.480000","","",Active,Yageo,CC0402KRX7R7BB221,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"3941",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3801-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","220pF","16V"
