"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Composition","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Number of Terminations","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power (Watts)","Price","Ratings","Resistance","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73N1JR47JTD/A109774TR-ND/4032149,"","","","","","","","",Thick Film,RES 0.47 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.077000","0",TE Connectivity Passive Product,RLP73N1JR47JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"889",Active,"0.125W, 1/8W","0.03","","470m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109774TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±5%,"","470m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73N1JR47JTD/A109774TR-ND/4032149,"","","","","","","","",Thick Film,RES 0.47 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.077000","0",TE Connectivity Passive Product,RLP73N1JR47JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"890",Active,"0.125W, 1/8W","0.03","","470m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109774TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±5%,"","470m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1JR51JTD/A109775CT-ND/4032541,"","","","","","","","",Thick Film,RES 0.51 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.730000",Active,TE Connectivity Passive Product,RLP73K1JR51JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"891",Active,"0.125W, 1/8W","0.03","","510m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109775CT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","510m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1JR51JTD/A109775TR-ND/4032150,"","","","","","","","",Thick Film,RES 0.51 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.080000","0",TE Connectivity Passive Product,RLP73K1JR51JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"892",Active,"0.125W, 1/8W","0.03","","510m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109775TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","510m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1JR51JTD/A109775TR-ND/4032150,"","","","","","","","",Thick Film,RES 0.51 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.080000","0",TE Connectivity Passive Product,RLP73K1JR51JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"893",Active,"0.125W, 1/8W","0.03","","510m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109775TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","510m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1JR82JTD/A109780CT-ND/4032546,"","","","","","","","",Thick Film,RES 0.82 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.723000",Active,TE Connectivity Passive Product,RLP73K1JR82JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"894",Active,"0.125W, 1/8W","0.03","","820m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109780CT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","820m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1JR82JTD/A109780TR-ND/4032155,"","","","","","","","",Thick Film,RES 0.82 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.083000","0",TE Connectivity Passive Product,RLP73K1JR82JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"895",Active,"0.125W, 1/8W","0.03","","820m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109780TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","820m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1JR82JTD/A109780TR-ND/4032155,"","","","","","","","",Thick Film,RES 0.82 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.083000","0",TE Connectivity Passive Product,RLP73K1JR82JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"896",Active,"0.125W, 1/8W","0.03","","820m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109780TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","820m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1J1R0JTD/A109782CT-ND/4032548,"","","","","","","","",Thick Film,RES SMD 1 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.720000",Active,TE Connectivity Passive Product,RLP73K1J1R0JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"897",Active,"0.125W, 1/8W","0.03","","1","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109782CT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","1"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1J1R0JTD/A109782TR-ND/4032157,"","","","","","","","",Thick Film,RES SMD 1 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.087000","0",TE Connectivity Passive Product,RLP73K1J1R0JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"898",Active,"0.125W, 1/8W","0.03","","1","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109782TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","1"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K1J1R0JTD/A109782TR-ND/4032157,"","","","","","","","",Thick Film,RES SMD 1 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.087000","0",TE Connectivity Passive Product,RLP73K1J1R0JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"899",Active,"0.125W, 1/8W","0.03","","1","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109782TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","1"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/SR731JTTD4R02F/2019-SR731JTTD4R02FCT-ND/9847595,"","","","","","","","",Thick Film,RES 4.02 OHM 1% 1/5W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.713000",Active,"KOA Speer Electronics, Inc.",SR731JTTD4R02F,"1","2",-55°C ~ 150°C,"0603 (1608 Metric)",TapeAndReel,"900",Active,"0.2W, 1/5W","0.08",AEC-Q200,"4.02",SR73,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"2019-SR731JTTD4R02FCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","4.02"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,//digikey.com/product-detail/en/koa-speer-electronics-inc/SR731JTTD4R02F/2019-SR731JTTD4R02FTR-ND/9845551,"","","","","","","","",Thick Film,RES 4.02 OHM 1% 1/5W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.090000","0","KOA Speer Electronics, Inc.",SR731JTTD4R02F,"1","2",-55°C ~ 150°C,"0603 (1608 Metric)",TapeAndReel,"901",Active,"0.2W, 1/5W","0.08",AEC-Q200,"4.02",SR73,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"2019-SR731JTTD4R02FTR-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","4.02"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,//digikey.com/product-detail/en/koa-speer-electronics-inc/SR731JTTD4R02F/2019-SR731JTTD4R02FTR-ND/9845551,"","","","","","","","",Thick Film,RES 4.02 OHM 1% 1/5W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.090000","0","KOA Speer Electronics, Inc.",SR731JTTD4R02F,"1","2",-55°C ~ 150°C,"0603 (1608 Metric)",TapeAndReel,"902",Active,"0.2W, 1/5W","0.08",AEC-Q200,"4.02",SR73,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"2019-SR731JTTD4R02FTR-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","4.02"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/SR731JTTDR470F/2019-SR731JTTDR470FCT-ND/9847603,"","","","","","","","",Thick Film,RES 470M OHM 1% 1/4W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.710000",Active,"KOA Speer Electronics, Inc.",SR731JTTDR470F,"1","2",-55°C ~ 150°C,"0603 (1608 Metric)",TapeAndReel,"903",Active,"0.25W, 1/4W","0.08",AEC-Q200,"470m",SR73,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"2019-SR731JTTDR470FCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","470m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,//digikey.com/product-detail/en/koa-speer-electronics-inc/SR731JTTDR470F/2019-SR731JTTDR470FTR-ND/9845559,"","","","","","","","",Thick Film,RES 0.47 OHM 1% 1/4W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.093000","0","KOA Speer Electronics, Inc.",SR731JTTDR470F,"1","2",-55°C ~ 150°C,"0603 (1608 Metric)",TapeAndReel,"904",Active,"0.25W, 1/4W","0.08",AEC-Q200,"470m",SR73,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"2019-SR731JTTDR470FTR-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","470m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,//digikey.com/product-detail/en/koa-speer-electronics-inc/SR731JTTDR470F/2019-SR731JTTDR470FTR-ND/9845559,"","","","","","","","",Thick Film,RES 0.47 OHM 1% 1/4W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.093000","0","KOA Speer Electronics, Inc.",SR731JTTDR470F,"1","2",-55°C ~ 150°C,"0603 (1608 Metric)",TapeAndReel,"905",Active,"0.25W, 1/4W","0.08",AEC-Q200,"470m",SR73,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"2019-SR731JTTDR470FTR-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","470m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQJ1R5V/P1.5AHCT-ND/308088,"","","","","","","","",Thick Film,RES SMD 1.5 OHM 5% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.707000",Active,Panasonic Electronic Components,ERJ-3RQJ1R5V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"906",Active,"0.1W, 1/10W","0.02",AEC-Q200,"1.5",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P1.5AHCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","1.5"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,//digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQJ1R5V/P1.5AHTR-ND/308040,"","","","","","","","",Thick Film,RES SMD 1.5 OHM 5% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.097000","0",Panasonic Electronic Components,ERJ-3RQJ1R5V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"907",Active,"0.1W, 1/10W","0.02",AEC-Q200,"1.5",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P1.5AHTR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","1.5"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,//digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQJ1R5V/P1.5AHTR-ND/308040,"","","","","","","","",Thick Film,RES SMD 1.5 OHM 5% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.097000","0",Panasonic Electronic Components,ERJ-3RQJ1R5V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"908",Active,"0.1W, 1/10W","0.02",AEC-Q200,"1.5",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P1.5AHTR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","1.5"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQJR62V/P.62AHCT-ND/3982333,"","","","","","","","",Thick Film,RES 0.62 OHM 5% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.700000",Active,Panasonic Electronic Components,ERJ-3RQJR62V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"909",Active,"0.1W, 1/10W","0.02",AEC-Q200,"620m",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P.62AHCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±5%,"","620m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,//digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQJR62V/P.62AHTR-ND/3982627,"","","","","","","","",Thick Film,RES 0.62 OHM 5% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.100000","0",Panasonic Electronic Components,ERJ-3RQJR62V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"910",Active,"0.1W, 1/10W","0.02",AEC-Q200,"620m",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P.62AHTR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±5%,"","620m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,//digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQJR62V/P.62AHTR-ND/3982627,"","","","","","","","",Thick Film,RES 0.62 OHM 5% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.100000","0",Panasonic Electronic Components,ERJ-3RQJR62V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"911",Active,"0.1W, 1/10W","0.02",AEC-Q200,"620m",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P.62AHTR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±5%,"","620m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73M1JR082JTD/A109756CT-ND/4032522,"","","","","","","","",Thick Film,RES 0.082 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.697000",Active,TE Connectivity Passive Product,RLP73M1JR082JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"912",Active,"0.125W, 1/8W","0.04","","82m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109756CT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±400ppm/°C,±5%,"","82m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73M1JR082JTD/A109756TR-ND/4032131,"","","","","","","","",Thick Film,RES 0.082 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2019-11-29 21:03:46.103000","0",TE Connectivity Passive Product,RLP73M1JR082JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"913",Active,"0.125W, 1/8W","0.04","","82m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109756TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±400ppm/°C,±5%,"","82m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73M1JR082JTD/A109756TR-ND/4032131,"","","","","","","","",Thick Film,RES 0.082 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.103000","0",TE Connectivity Passive Product,RLP73M1JR082JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"914",Active,"0.125W, 1/8W","0.04","","82m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109756TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±400ppm/°C,±5%,"","82m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73M1JR068JTD/A109754CT-ND/4032520,"","","","","","","","",Thick Film,RES 0.068 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.693000",Active,TE Connectivity Passive Product,RLP73M1JR068JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"915",Active,"0.125W, 1/8W","0.04","","68m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109754CT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±400ppm/°C,±5%,"","68m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73M1JR068JTD/A109754TR-ND/4032129,"","","","","","","","",Thick Film,RES 0.068 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.107000","0",TE Connectivity Passive Product,RLP73M1JR068JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"916",Active,"0.125W, 1/8W","0.04","","68m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109754TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±400ppm/°C,±5%,"","68m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,//digikey.com/product-detail/en/te-connectivity-passive-product/RLP73M1JR068JTD/A109754TR-ND/4032129,"","","","","","","","",Thick Film,RES 0.068 OHM 5% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0603,,,"0.022 (0.55mm)","2019-11-29 21:03:46.107000","0",TE Connectivity Passive Product,RLP73M1JR068JTD,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"917",Active,"0.125W, 1/8W","0.04","","68m","RL73, CGS","0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,A109754TR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±400ppm/°C,±5%,"","68m"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRT-ST.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CRT0603-BY-1002EST/CRT0603-BY-1002ESTCT-ND/7928091,"","","","","","","","",Thin Film,RESTHINFILM 0603 10K0 0.1% 100MW,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:39.690000",Active,Bourns Inc.,CRT0603-BY-1002EST,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"918",Active,"0.1W, 1/10W","0.04","","10k",CRT-ST,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,CRT0603-BY-1002ESTCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±25ppm/°C,±0.1%,"","10k"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRT-ST.pdf,DigiKey Link,//digikey.com/product-detail/en/bourns-inc/CRT0603-BY-1002EST/CRT0603-BY-1002ESTTR-ND/7928084,"","","","","","","","",Thin Film,RESTHINFILM 0603 10K0 0.1% 100MW,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.022 (0.55mm)","2019-11-29 21:03:46.110000","0",Bourns Inc.,CRT0603-BY-1002EST,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"919",Active,"0.1W, 1/10W","0.04","","10k",CRT-ST,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,CRT0603-BY-1002ESTTR-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±25ppm/°C,±0.1%,"","10k"
