"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Composition","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Number of Terminations","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power (Watts)","Price","Ratings","Resistance","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT21K0/RMCF0201FT21K0CT-ND/5967002,"","","","","","","","",Thick Film,RES 21K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.233000",Active,Stackpole Electronics Inc,RMCF0201FT21K0,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1045",Active,"0.05W, 1/20W","0.10","","21kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT21K0CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","21kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-packaging.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT6K19/RMCF0201FT6K19CT-ND/5966962,"","","","","","","","",Thick Film,RES 6.19K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.230000",Active,Stackpole Electronics Inc,RMCF0201FT6K19,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1046",Active,"0.05W, 1/20W","0.10","","6.19kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT6K19CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","6.19kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT165K/RMCF0201FT165KCT-ND/5967073,"","","","","","","","",Thick Film,RES 165K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.227000",Active,Stackpole Electronics Inc,RMCF0201FT165K,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1047",Active,"0.05W, 1/20W","0.10","","165kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT165KCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","165kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-0711R5L/YAG2390CT-ND/5281254,"","","","","","","","",Thick Film,RES SMD 11.5 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.220000",Active,Yageo,RC0201FR-0711R5L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1048",Active,"0.05W, 1/20W","0.10","","11.5Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2390CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","11.5Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07143RL/YAG2408CT-ND/5281272,"","","","","","","","",Thick Film,RES SMD 143 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.217000",Active,Yageo,RC0201FR-07143RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1049",Active,"0.05W, 1/20W","0.10","","143Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2408CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","143Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-076K49L/YAG2782CT-ND/5281646,"","","","","","","","",Thick Film,RES SMD 6.49K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.213000",Active,Yageo,RC0201FR-076K49L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1050",Active,"0.05W, 1/20W","0.10","","6.49kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2782CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","6.49kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201JR-076M2L/YAG2922CT-ND/5281787,"","","","","","","","",Thick Film,RES SMD 6.2M OHM 5% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.210000",Active,Yageo,RC0201JR-076M2L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1051",Active,"0.05W, 1/20W","0.10","","6.2MOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2922CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","6.2MOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07523KL/YAG2716CT-ND/5281580,"","","","","","","","",Thick Film,RES SMD 523K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.207000",Active,Yageo,RC0201FR-07523KL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1052",Active,"0.05W, 1/20W","0.10","","523kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2716CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","523kOhms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF6190C/P123099CT-ND/8343137,"","","","","","","","",Thick Film,RES SMD 619 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.203000",Active,Panasonic Electronic Components,ERJ-1GNF6190C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"1053",Active,"0.05W, 1/20W","0.01",AEC-Q200,"619Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P123099CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","619Ohms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT11R8/RMCF0201FT11R8CT-ND/5966753,"","","","","","","","",Thick Film,RES 11.8 OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.200000",Active,Stackpole Electronics Inc,RMCF0201FT11R8,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1054",Active,"0.05W, 1/20W","0.10","","11.8Ohms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT11R8CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","11.8Ohms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-packaging.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201JT15K0/RMCF0201JT15K0CT-ND/5967198,"","","","","","","","",Thick Film,RES 15K OHM 5% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.197000",Active,Stackpole Electronics Inc,RMCF0201JT15K0,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1055",Active,"0.05W, 1/20W","0.10","","15kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201JT15K0CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","15kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT12K1/RMCF0201FT12K1CT-ND/5966124,"","","","","","","","",Thick Film,RES 12.1K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.193000",Active,Stackpole Electronics Inc,RMCF0201FT12K1,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1056",Active,"0.05W, 1/20W","0.10","","12.1kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT12K1CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","12.1kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT237K/RMCF0201FT237KCT-ND/5967086,"","","","","","","","",Thick Film,RES 237K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.190000",Active,Stackpole Electronics Inc,RMCF0201FT237K,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1057",Active,"0.05W, 1/20W","0.10","","237kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT237KCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","237kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC0201FR-07200RL/YAG5171CT-ND/7063514,"","","","","","","","",Thick Film,RES SMD 200 OHM 1% 1/20W 0201,"0201 (0603 Metric)","","Automotive AEC-Q200, Moisture Resistant",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.187000",Active,Yageo,AC0201FR-07200RL,"1","2",-55°C ~ 155°C,"0201 (0603 Metric)",TapeAndReel,"1058",Active,"0.05W, 1/20W","0.01",AEC-Q200,"200Ohms",AC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG5171CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","200Ohms"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/RK73H1HTTC6801F/2019-RK73H1HTTC6801FCT-ND/9845913,"","","","","","","","",Thick Film,RES 6.8K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","Automotive AEC-Q200, Moisture Resistant",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.183000",Active,"KOA Speer Electronics, Inc.",RK73H1HTTC6801F,"1","2",-55°C ~ 155°C,"0201 (0603 Metric)",TapeAndReel,"1059",Active,"0.05W, 1/20W","0.01",AEC-Q200,"6.8kOhms",RK73H,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"2019-RK73H1HTTC6801FCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","6.8kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-0735R7L/YAG2620CT-ND/5281484,"","","","","","","","",Thick Film,RES SMD 35.7 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.180000",Active,Yageo,RC0201FR-0735R7L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1060",Active,"0.05W, 1/20W","0.10","","35.7Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2620CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","35.7Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-071K07L/YAG2470CT-ND/5281334,"","","","","","","","",Thick Film,RES SMD 1.07K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.177000",Active,Yageo,RC0201FR-071K07L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1061",Active,"0.05W, 1/20W","0.10","","1.07kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2470CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","1.07kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT825K/RMCF0201FT825KCT-ND/5967134,"","","","","","","","",Thick Film,RES 825K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.170000",Active,Stackpole Electronics Inc,RMCF0201FT825K,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1062",Active,"0.05W, 1/20W","0.10","","825kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT825KCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","825kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201JR-076K8L/YAG2921CT-ND/5281786,"","","","","","","","",Thick Film,RES SMD 6.8K OHM 5% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.167000",Active,Yageo,RC0201JR-076K8L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1063",Active,"0.05W, 1/20W","0.10","","6.8kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2921CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","6.8kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC0201FR-07301KL/YAG5191CT-ND/7063534,"","","","","","","","",Thick Film,RES SMD 301K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","Automotive AEC-Q200, Moisture Resistant",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.163000",Active,Yageo,AC0201FR-07301KL,"1","2",-55°C ~ 155°C,"0201 (0603 Metric)",TapeAndReel,"1064",Active,"0.05W, 1/20W","0.01",AEC-Q200,"301kOhms",AC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG5191CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","301kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201JR-07820RL/YAG2934CT-ND/5281799,"","","","","","","","",Thick Film,RES SMD 820 OHM 5% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.163000",Active,Yageo,RC0201JR-07820RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1065",Active,"0.05W, 1/20W","0.10","","820Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2934CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","820Ohms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-packaging.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT698R/RMCF0201FT698RCT-ND/5966901,"","","","","","","","",Thick Film,RES 698 OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.157000",Active,Stackpole Electronics Inc,RMCF0201FT698R,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1066",Active,"0.05W, 1/20W","0.10","","698Ohms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT698RCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","698Ohms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT48K7/RMCF0201FT48K7CT-ND/5967029,"","","","","","","","",Thick Film,RES 48.7K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.153000",Active,Stackpole Electronics Inc,RMCF0201FT48K7,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1067",Active,"0.05W, 1/20W","0.10","","48.7kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT48K7CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","48.7kOhms"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/RK73H1HTTC6202F/2019-RK73H1HTTC6202FCT-ND/9845961,"","","","","","","","",Thick Film,RES 62K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","Automotive AEC-Q200, Moisture Resistant",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.150000",Active,"KOA Speer Electronics, Inc.",RK73H1HTTC6202F,"1","2",-55°C ~ 155°C,"0201 (0603 Metric)",TapeAndReel,"1068",Active,"0.05W, 1/20W","0.01",AEC-Q200,"62kOhms",RK73H,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"2019-RK73H1HTTC6202FCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","62kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT340K/RMCF0201FT340KCT-ND/5967097,"","","","","","","","",Thick Film,RES 340K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.147000",Active,Stackpole Electronics Inc,RMCF0201FT340K,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1069",Active,"0.05W, 1/20W","0.10","","340kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT340KCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","340kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-packaging.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT88K7/RMCF0201FT88K7CT-ND/5967051,"","","","","","","","",Thick Film,RES 88.7K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.143000",Active,Stackpole Electronics Inc,RMCF0201FT88K7,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1070",Active,"0.05W, 1/20W","0.10","","88.7kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT88K7CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","88.7kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT196R/RMCF0201FT196RCT-ND/5966854,"","","","","","","","",Thick Film,RES 196 OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.140000",Active,Stackpole Electronics Inc,RMCF0201FT196R,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1071",Active,"0.05W, 1/20W","0.10","","196Ohms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT196RCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","196Ohms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT402K/RMCF0201FT402KCT-ND/5967104,"","","","","","","","",Thick Film,RES 402K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.137000",Active,Stackpole Electronics Inc,RMCF0201FT402K,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1072",Active,"0.05W, 1/20W","0.10","","402kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT402KCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","402kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07619KL/YAG2750CT-ND/5281614,"","","","","","","","",Thick Film,RES SMD 619K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.133000",Active,Yageo,RC0201FR-07619KL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1073",Active,"0.05W, 1/20W","0.10","","619kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2750CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","619kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT22K1/RMCF0201FT22K1CT-ND/5967003,"","","","","","","","",Thick Film,RES 22.1K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.130000",Active,Stackpole Electronics Inc,RMCF0201FT22K1,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1074",Active,"0.05W, 1/20W","0.10","","22.1kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT22K1CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","22.1kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT4K12/RMCF0201FT4K12CT-ND/5966949,"","","","","","","","",Thick Film,RES 4.12K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:21.127000",Active,Stackpole Electronics Inc,RMCF0201FT4K12,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"1075",Active,"0.05W, 1/20W","0.10","","4.12kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT4K12CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","4.12kOhms"
