"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Continuous Drain (Id) @ 25°C","Description","Device Package","Drain to Source Voltage (Vdss)","Drive Voltage (Max Rds On,  Min Rds On)","FET Feature","FET Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Gate Charge (Qg) (Max) @ Vgs","Input Capacitance (Ciss) (Max) @ Vds","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Power Dissipation (Max)","Price","Rds On (Max) @ Id, Vgs","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Technology","Type","Value","Vgs (Max)","Vgs(th) (Max) @ Id"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN61D8LQ.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN61D8LQ-13/DMN61D8LQ-13DICT-ND/8545934,"","","","","","","","","470mA (Ta)",MOSFET N-CH 60V SOT23,"","60V","3V, 5V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","0.74nC @ 5V","12.9pF @ 12V","2020-09-02 01:25:01.973000",Active,Diodes Incorporated,DMN61D8LQ-13,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"390mW (Ta)","0.13","1.8Ohm @ 150mA, 5V",-,DigiKey,DMN61D8LQ-13DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"2V @ 1mA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN61D8LQ.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN61D8LQ-7/DMN61D8LQ-7DICT-ND/5492258,"","","","","","","","","470mA (Ta)",MOSFET N-CH 60V SOT23,"","60V","3V, 5V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","0.74nC @ 5V","12.9pF @ 12V","2020-09-02 01:25:01.957000",Active,Diodes Incorporated,DMN61D8LQ-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"390mW (Ta)","0.16","1.8Ohm @ 150mA, 5V",-,DigiKey,DMN61D8LQ-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"2V @ 1mA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ZXMN6A07F.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/ZXMN6A07FQTA/ZXMN6A07FQTADICT-ND/9765543,"","","","","","","","","1.2A (Ta)",MOSFET BVDSS: 41V-60V SOT23,"","60V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","3.2nC @ 10V","166pF @ 40V","2020-09-02 01:25:01.937000",Active,Diodes Incorporated,ZXMN6A07FQTA,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"625mW (Ta)","0.17","250mOhm @ 1.8A, 10V","Automotive, AEC-Q101",DigiKey,ZXMN6A07FQTADICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"3V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMG2302UK.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMG2302UK-7/DMG2302UK-7DICT-ND/6010163,"","","","","","","","","2.8A (Ta)",MOSFET N-CH 20V 2.8A SOT23,"","20V","2.5V, 4.5V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","2.8nC @ 10V","130pF @ 10V","2020-09-02 01:25:01.923000",Active,Diodes Incorporated,DMG2302UK-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"660mW (Ta)","0.06","90mOhm @ 3.6A, 4.5V","Automotive, AEC-Q101",DigiKey,DMG2302UK-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"1V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN2046U.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN2046U-7/DMN2046U-7DICT-ND/5223243,"","","","","","","","","3.4A (Ta)",MOSFET N-CH 20V 3.4A SOT23,"","20V","2.5V, 4.5V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","3.8nC @ 4.5V","292pF @ 10V","2020-09-02 01:25:01.903000",Active,Diodes Incorporated,DMN2046U-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"760mW (Ta)","0.07","72mOhm @ 3.6A, 4.5V",-,DigiKey,DMN2046U-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"1.4V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ZXMN2A14F.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/ZXMN2A14FTA/ZXMN2A14FCT-ND/560652,"","","","","","","","","3.4A (Ta)",MOSFET N-CH 20V 3.4A SOT23-3,"","20V","2.5V, 4.5V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","6.6nC @ 4.5V","544pF @ 10V","2020-09-02 01:25:01.890000",Active,Diodes Incorporated,ZXMN2A14FTA,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"1W (Ta)","0.20","60mOhm @ 3.4A, 4.5V",-,DigiKey,ZXMN2A14FCT-ND,"","","","","","","","","","",SOT-23-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"700mV @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN6140L.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN6140L-7/DMN6140L-7DICT-ND/4794809,"","","","","","","","","1.6A (Ta)",MOSFET N-CH 60V 1.6A SOT-23,"","60V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","8.6nC @ 10V","315pF @ 40V","2020-09-02 01:25:01.877000",Active,Diodes Incorporated,DMN6140L-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"700mW (Ta)","0.06","140mOhm @ 1.8A, 10V",-,DigiKey,DMN6140L-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"3V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30049.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN100-7-F/DMN100-FDICT-ND/815658,"","","","","","","","","1.1A (Ta)",MOSFET N-CH 30V 1.1A SC59-3,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","5.5nC @ 10V","150pF @ 10V","2020-09-02 01:25:01.867000",Active,Diodes Incorporated,DMN100-7-F,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"500mW (Ta)","0.21","240mOhm @ 1A, 10V",-,DigiKey,DMN100-FDICT-ND,"","","","","","","","","","",SC-59-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"3V @ 1mA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30104.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MMBF170-7-F/MMBF170-FDICT-ND/815721,"","","","","","","","","500mA (Ta)",MOSFET N-CH 60V 500MA SOT23-3,"","60V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","","40pF @ 10V","2020-09-02 01:25:01.850000",Active,Diodes Incorporated,MMBF170-7-F,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"300mW (Ta)","0.07","5Ohm @ 200mA, 10V",-,DigiKey,MMBF170-FDICT-ND,"","","","","","","","","","",SOT-23-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"3V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31898.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BSN20Q-7/BSN20Q-7DICT-ND/8545860,"","","","","","","","","500mA (Ta)",MOSFET NCH 50V 500MA SOT23,"","50V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","0.8nC @ 10V","40pF @ 10V","2020-09-02 01:25:01.830000",Active,Diodes Incorporated,BSN20Q-7,"1",Surface Mount,"","TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"600mW (Ta), 920mW (Tc)","0.08","1.8Ohm @ 220mA, 10V","Automotive, AEC-Q101",DigiKey,BSN20Q-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"1.5V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMG3406L.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMG3406L-7/DMG3406L-7DICT-ND/5223238,"","","","","","","","","3.6A (Ta)",MOSFET N-CH 30V 3.6A SOT23,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","11.2nC @ 10V","495pF @ 15V","2020-09-02 01:25:01.827000",Active,Diodes Incorporated,DMG3406L-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"770mW (Ta)","0.08","50mOhm @ 3.6A, 10V",-,DigiKey,DMG3406L-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN10H700S.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN10H700S-7/DMN10H700S-7DICT-ND/6051883,"","","","","","","","","700mA (Ta)",MOSFET N-CHA 100V 700MA SOT23,"","100V","6V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","4.6nC @ 10V","235pF @ 50V","2020-09-02 01:25:01.807000",Active,Diodes Incorporated,DMN10H700S-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"400mW (Ta)","0.08","700mOhm @ 1.5A, 10V","Automotive, AEC-Q101",DigiKey,DMN10H700S-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"4V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/products_inactive_data/DMN2041L.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN2041L-7/DMN2041L-7DICT-ND/2182586,"","","","","","","","","6.4A (Ta)",MOSFET N-CH 20V 6.4A SOT23,"","20V","2.5V, 4.5V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","15.6nC @ 10V","550pF @ 10V","2020-09-02 01:25:01.790000",Active,Diodes Incorporated,DMN2041L-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"780mW (Ta)","0.08","28mOhm @ 6A, 4.5V",-,DigiKey,DMN2041L-7DICT-ND,"","","","","","","","","","",SOT-23-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"1.2V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMG3418L.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMG3418L-7/DMG3418L-7DICT-ND/4810990,"","","","","","","","","4A (Ta)",MOSFET N-CH 30V 4A SOT23,"","30V","2.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","5.5nC @ 4.5V","464.3pF @ 15V","2020-09-02 01:25:01.780000",Active,Diodes Incorporated,DMG3418L-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"1.4W (Ta)","0.09","60mOhm @ 4A, 10V",-,DigiKey,DMG3418L-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"1.5V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN60H080DS.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN60H080DS-7/DMN60H080DS-7DICT-ND/8545874,"","","","","","","","","80mA (Ta)",MOSFET N-CH 600V 80MA SOT23,"","600V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","1.7nC @ 10V","25pF @ 25V","2020-09-02 01:25:01.760000",Active,Diodes Incorporated,DMN60H080DS-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"1.1W (Ta)","0.09","100Ohm @ 60mA, 10V",-,DigiKey,DMN60H080DS-7DICT-ND,"","","","","","","","","","",SOT-23-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"3V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31126.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN3150L-7/DMN3150LDICT-ND/1774236,"","","","","","","","","3.8A (Ta)",MOSFET N-CH 28V 3.2A SOT23-3,"","28V","2.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","","305pF @ 5V","2020-09-02 01:25:01.747000",Active,Diodes Incorporated,DMN3150L-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"1.4W (Ta)","0.09","85mOhm @ 3.6A, 4.5V",-,DigiKey,DMN3150LDICT-ND,"","","","","","","","","","",SOT-23-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"1.4V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/BSS127.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BSS127S-7/BSS127S-7DICT-ND/3451564,"","","","","","","","","50mA (Ta)",MOSFET N-CH 600V 0.05A SOT23,"","600V","5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","1.08nC @ 10V","21.8pF @ 25V","2020-09-02 01:25:01.727000",Active,Diodes Incorporated,BSS127S-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"610mW (Ta)","0.09","160Ohm @ 16mA, 10V",-,DigiKey,BSS127S-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"4.5V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMG3404L.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMG3404L-7/DMG3404L-7DICT-ND/5223237,"","","","","","","","","4.2A (Ta)",MOSFET N-CH 30V 4.2A SOT23,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","13.2nC @ 10V","641pF @ 15V","2020-09-02 01:25:01.713000",Active,Diodes Incorporated,DMG3404L-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"780mW (Ta)","0.09","25mOhm @ 5.8A, 10V",-,DigiKey,DMG3404L-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/BSS127.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BSS127SSN-7/BSS127SSN-7DICT-ND/2792463,"","","","","","","","","50mA (Ta)",MOSFET N-CH 600V 50MA SC59,"","600V","5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","1.08nC @ 10V","21.8pF @ 25V","2020-09-02 01:25:01.697000",Active,Diodes Incorporated,BSS127SSN-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"610mW (Ta)","0.10","160Ohm @ 16mA, 10V",-,DigiKey,BSS127SSN-7DICT-ND,"","","","","","","","","","",SC-59,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"4.5V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN2300U.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN2300U-7/DMN2300U-7DICT-ND/2792431,"","","","","","","","","1.24A (Ta)",MOSFET N-CH 20V 1.24A SOT23,"","20V","1.8V, 4.5V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","1.6nC @ 4.5V","64.3pF @ 25V","2020-09-02 01:25:01.690000",Active,Diodes Incorporated,DMN2300U-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"430mW (Ta)","0.10","175mOhm @ 300mA, 4.5V",-,DigiKey,DMN2300U-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±8V,"950mV @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/BSS123.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BSS123TA/BSS123CT-ND/152321,"","","","","","","","","170mA (Ta)",MOSFET N-CH 100V 170MA SOT23-3,"","100V","4.5V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","","20pF @ 25V","2020-09-02 01:25:01.683000",Active,Diodes Incorporated,BSS123TA,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"360mW (Ta)","0.10","6Ohm @ 100mA, 10V",-,DigiKey,BSS123CT-ND,"","","","","","","","","","",SOT-23-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"2V @ 1mA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ZXMN3B01F.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/ZXMN3B01FTA/ZXMN3B01FCT-ND/1126765,"","","","","","","","","1.7A (Ta)",MOSFET N-CH 30V 1.7A SOT23-3,"","30V","2.5V, 4.5V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","2.93nC @ 4.5V","258pF @ 15V","2020-09-02 01:25:01.670000",Active,Diodes Incorporated,ZXMN3B01FTA,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"625mW (Ta)","0.18","150mOhm @ 1.7A, 4.5V",-,DigiKey,ZXMN3B01FCT-ND,"","","","","","","","","","",SOT-23-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±12V,"700mV @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN24H3D5L.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN24H3D5L-7/DMN24H3D5L-7DICT-ND/5126865,"","","","","","","","","480mA (Ta)",MOSFET N-CH 240V 0.48A SOT23,"","240V","3.3V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","6.6nC @ 10V","188pF @ 25V","2020-09-02 01:25:01.660000",Active,Diodes Incorporated,DMN24H3D5L-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"760mW (Ta)","0.19","3.5Ohm @ 300mA, 10V",-,DigiKey,DMN24H3D5L-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"2.5V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/DMN13H750S.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN13H750S-7/DMN13H750S-7DICT-ND/5126863,"","","","","","","","","1A (Ta)",MOSFET N-CH 130V 1A SOT23,"","130V","6V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","5.6nC @ 10V","231pF @ 25V","2020-09-02 01:25:01.650000",Active,Diodes Incorporated,DMN13H750S-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"770mW (Ta)","0.19","750mOhm @ 2A, 10V",-,DigiKey,DMN13H750S-7DICT-ND,"","","","","","","","","","",SOT-23,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"4V @ 250µA"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds31787.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/DMN3404L-7/DMN3404LDICT-ND/2052805,"","","","","","","","","5.8A (Ta)",MOSFET N-CH 30V 5.8A SOT-23,"","30V","3V, 10V","",N-Channel,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - DIODES SOT-23-3.PCBLIB,"","",DIODES SOT-23-3,"","","9.2nC @ 10V","386pF @ 15V","2020-09-02 01:25:01.627000",Active,Diodes Incorporated,DMN3404L-7,"1",Surface Mount,-55°C ~ 150°C (TJ),"TO-236-3, SC-59, SOT-23-3",TapeAndReel,Active,"720mW (Ta)","0.07","28mOhm @ 5.8A, 10V",-,DigiKey,DMN3404LDICT-ND,"","","","","","","","","","",SOT-23-3,symbols/FET - N-CH/SCH - FET - N-CH - DIODES INC MOSFET N-CH SOT-23-3.SCHLIB,DIODES INC MOSFET N-CH SOT-23-3,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
