Part Type,Part Number,Schematic Part,Part Value,Type,ESR (Equivalent Series Resistance),Frequency,Frequency Stability,Frequency Tolerance,Load Capacitance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Crystal,ABLS-16.000MHZ-L4Q-T,oscillators\Crystal,16MHz,MHz Crystal,40 Ohms,16MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 16.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-18.432MHZ-L4Q-T,oscillators\Crystal,18.432MHz,MHz Crystal,40 Ohms,18.432MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 18.4320MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-6.000MHZ-L4Q-T,oscillators\Crystal,6MHz,MHz Crystal,100 Ohms,6MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 6.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-25.000MHZ-L4QF-T,oscillators\Crystal,25MHz,MHz Crystal,40 Ohms,25MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 25.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-4.000MHZ-L4Q-T,oscillators\Crystal,4MHz,MHz Crystal,180 Ohms,4MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 4.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-10.000MHZ-L4Q-T,oscillators\Crystal,10MHz,MHz Crystal,50 Ohms,10MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 10.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-32.000MHZ-K4F-T,oscillators\Crystal,32MHz,MHz Crystal,40 Ohms,32MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 32.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-12.000MHZ-D4Y-T,oscillators\Crystal,12MHz,MHz Crystal,50 Ohms,12MHz,±30ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 12.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 85°C,,Abracon LLC,,,
Crystal,ABLS-16.000MHZ-D2Y-T,oscillators\Crystal,16MHz,MHz Crystal,40 Ohms,16MHz,±30ppm,±20ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 16.000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 85°C,,Abracon LLC,,,
Crystal,ABLS-16.000MHZ-K4T,oscillators\Crystal,16MHz,MHz Crystal,40 Ohms,16MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 16.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-6.000MHZ-K4T,oscillators\Crystal,6MHz,MHz Crystal,100 Ohms,6MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 6.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-4.9152MHZ-K4T,oscillators\Crystal,4.9152MHz,MHz Crystal,180 Ohms,4.9152MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 4.9152MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-18.432MHZ-K4T,oscillators\Crystal,18.432MHz,MHz Crystal,40 Ohms,18.432MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 18.4320MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-13.000MHZ-K4T,oscillators\Crystal,13MHz,MHz Crystal,50 Ohms,13MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 13.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-7.3728MHZ-K4T,oscillators\Crystal,7.3728MHz,MHz Crystal,100 Ohms,7.3728MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 7.3728MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-19.6608MHZ-L4Q-T,oscillators\Crystal,19.6608MHz,MHz Crystal,40 Ohms,19.6608MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 19.6608MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-11.0592MHZ-L4Q-T,oscillators\Crystal,11.0592MHz,MHz Crystal,50 Ohms,11.0592MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 11.0592MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-24.576MHZ-L4QF-T,oscillators\Crystal,24.576MHz,MHz Crystal,40 Ohms,24.576MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 24.5760MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-6.144MHZ-L4Q-T,oscillators\Crystal,6.144MHz,MHz Crystal,100 Ohms,6.144MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 6.1440MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-20.000MHZ-L4Q-T,oscillators\Crystal,20MHz,MHz Crystal,40 Ohms,20MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 20.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-12.000MHZ-L4Q-T,oscillators\Crystal,12MHz,MHz Crystal,50 Ohms,12MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 12.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-8.192MHZ-L4Q-T,oscillators\Crystal,8.192MHz,MHz Crystal,80 Ohms,8.192MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 8.1920MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-14.7456MHZ-L4Q-T,oscillators\Crystal,14.7456MHz,MHz Crystal,50 Ohms,14.7456MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 14.7456MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-13.02519MHZ-10-K4Q-T,oscillators\Crystal,13.02519MHz,MHz Crystal,50 Ohms,13.02519MHz,±100ppm,±30ppm,10pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 13.02519MHZ 10PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-16.384MHZ-L4Q-T,oscillators\Crystal,16.384MHz,MHz Crystal,40 Ohms,16.384MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 16.3840MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-14.3594MHZ-20-R50-T,oscillators\Crystal,14.3594MHz,MHz Crystal,50 Ohms,14.3594MHz,±50ppm,±50ppm,20pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 14.3594MHZ 20PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,,,Abracon LLC,,,
Crystal,ABLS-30.000MHZ-K4F-T,oscillators\Crystal,30MHz,MHz Crystal,40 Ohms,30MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 30.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-24.000MHZ-D2-T,oscillators\Crystal,24MHz,MHz Crystal,40 Ohms,24MHz,±50ppm,±20ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 24.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 85°C,,Abracon LLC,,,
Crystal,ABLS-25.000MHZ-20-F-T,oscillators\Crystal,25MHz,MHz Crystal,40 Ohms,25MHz,±50ppm,±50ppm,20pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 25.0000MHZ 20PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,,,Abracon LLC,,,
Crystal,ABLS-8.000MHZ-K4T,oscillators\Crystal,8MHz,MHz Crystal,80 Ohms,8MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 8.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-4.000MHZ-D4Y-T,oscillators\Crystal,4MHz,MHz Crystal,180 Ohms,4MHz,±30ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 4.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 85°C,,Abracon LLC,,,
Crystal,ABLS-10.000MHZ-K4T,oscillators\Crystal,10MHz,MHz Crystal,50 Ohms,10MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 10.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-14.7456MHZ-B4-T,oscillators\Crystal,14.7456MHz,MHz Crystal,50 Ohms,14.7456MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 14.7456MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-20°C ~ 70°C,,Abracon LLC,,,
Crystal,ABLS-18.432MHZ-B4-T,oscillators\Crystal,18.432MHz,MHz Crystal,40 Ohms,18.432MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 18.4320MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-20°C ~ 70°C,,Abracon LLC,,,
Crystal,ABLS-32.000MHZ-B4-F-T,oscillators\Crystal,32MHz,MHz Crystal,40 Ohms,32MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 32.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-20°C ~ 70°C,,Abracon LLC,,,
Crystal,ABLS-24.576MHZ-B4-F-T,oscillators\Crystal,24.576MHz,MHz Crystal,40 Ohms,24.576MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 24.5760MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-20°C ~ 70°C,,Abracon LLC,,,
Crystal,ABLS-11.0592MHZ-B4-T,oscillators\Crystal,11.0592MHz,MHz Crystal,50 Ohms,11.0592MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 11.0592MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-20°C ~ 70°C,,Abracon LLC,,,
Crystal,ABLS-27.000MHZ-B4-F-T,oscillators\Crystal,27MHz,MHz Crystal,40 Ohms,27MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 27.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-20°C ~ 70°C,,Abracon LLC,,,
Crystal,ABLS-24.000MHZ-D-R60-1-W-T,oscillators\Crystal,24MHz,MHz Crystal,60 Ohms,24MHz,±25ppm,±10ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 24.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 85°C,,Abracon LLC,,,
Crystal,ABLS-40.000MHZ-L4QF-T,oscillators\Crystal,40MHz,MHz Crystal,40 Ohms,40MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 40.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-13.52127MHZ-10-J-4Q-T,oscillators\Crystal,13.52127MHz,MHz Crystal,50 Ohms,13.52127MHz,±100ppm,±30ppm,10pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 13.52127MHZ 10PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 105°C,,Abracon LLC,,,
Crystal,ABLS-4.000MHZ-K4T,oscillators\Crystal,4MHz,MHz Crystal,180 Ohms,4MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 4.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-12.000MHZ-K4T,oscillators\Crystal,12MHz,MHz Crystal,50 Ohms,12MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 12.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-25.000MHZ-K4F-T,oscillators\Crystal,25MHz,MHz Crystal,40 Ohms,25MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 25.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-3.6864MHZ-K4T,oscillators\Crystal,3.6864MHz,MHz Crystal,180 Ohms,3.6864MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 3.6864MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-5.000MHZ-K4T,oscillators\Crystal,5MHz,MHz Crystal,120 Ohms,5MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 5.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-14.7456MHZ-K4T,oscillators\Crystal,14.7456MHz,MHz Crystal,50 Ohms,14.7456MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 14.7456MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-20.000MHZ-K4T,oscillators\Crystal,20MHz,MHz Crystal,40 Ohms,20MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 20.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-8.000MHZ-20-L-4-Q-T,oscillators\Crystal,8MHz,MHz Crystal,80 Ohms,8MHz,±100ppm,±30ppm,20pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 8.0000MHZ 20PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-3.6864MHZ-L4Q-T,oscillators\Crystal,3.6864MHz,MHz Crystal,180 Ohms,3.6864MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 3.6864MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-3.579545MHZ-L4Q-T,oscillators\Crystal,3.579545MHz,MHz Crystal,180 Ohms,3.579545MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 3.579545MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-7.3728MHZ-L4Q-T,oscillators\Crystal,7.3728MHz,MHz Crystal,100 Ohms,7.3728MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 7.3728MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-8.000MHZ-L4Q-T,oscillators\Crystal,8MHz,MHz Crystal,80 Ohms,8MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 8.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-36.000MHZ-K4F-T,oscillators\Crystal,36MHz,MHz Crystal,40 Ohms,36MHz,±50ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 36.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-32.000MHZ-L4QF-T,oscillators\Crystal,32MHz,MHz Crystal,40 Ohms,32MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 32.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-30.000MHZ-L4QF-T,oscillators\Crystal,30MHz,MHz Crystal,40 Ohms,30MHz,±100ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 30.0000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-55°C ~ 125°C,,Abracon LLC,,,
Crystal,ABLS-14.089190MHZ-10-J4Y-T,oscillators\Crystal,14.08919MHz,MHz Crystal,50 Ohms,14.08919MHz,±30ppm,±30ppm,10pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 14.08919MHZ 10PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 105°C,,Abracon LLC,,,
Crystal,ABLS-20.000MHZ-T,oscillators\Crystal,20MHz,MHz Crystal,40 Ohms,20MHz,±50ppm,±50ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 20.000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,,,Abracon LLC,,,
Crystal,ABLS-13.560MHZ-B4Y-T,oscillators\Crystal,13.56MHz,MHz Crystal,50 Ohms,13.56MHz,±30ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 13.560MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-20°C ~ 70°C,,Abracon LLC,,,
Crystal,ABLS-4.000MHZ-20-B4Y-T,oscillators\Crystal,4MHz,MHz Crystal,180 Ohms,4MHz,±30ppm,±30ppm,20pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 4.000MHZ 20PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-20°C ~ 70°C,,Abracon LLC,,,
Crystal,ABLS-20.000MHZ-D4Y-T,oscillators\Crystal,20MHz,MHz Crystal,40 Ohms,20MHz,±30ppm,±30ppm,18pF,,CRYSTAL_HC49US_ABLS,HC-49/US,,,,https://abracon.com/Resonators/abls.pdf,CRYSTAL 20.000MHZ 18PF SMD,Surface Mount,0.165 (4.20mm),0.449 L x 0.185 W (11.40mm x 4.70mm),,-40°C ~ 85°C,,Abracon LLC,,,
Crystal,ABM10-27.120MHZ-8-A10-T,oscillators\Crystal_4P,27.12MHz,MHz Crystal,100 Ohms,27.12MHz,±10ppm,±20ppm,8pF,,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Resonators/ABM10.pdf,CRYSTAL 27.120MHZ 8PF SMD,Surface Mount,0.028 (0.70mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-10°C ~ 60°C,,Abracon LLC,,,
